时间
2024-01-27 17:13:41,7.19,3,0
2024-01-27 17:13:41,7.18,3,0
2024-01-27 17:13:42,7.77,3,0
2024-01-27 17:13:42,7.89,3,0
2024-01-27 17:13:42,7.64,3,0
2024-01-27 17:13:42,7.19,3,0
2024-01-27 17:13:42,7.24,3,0
2024-01-27 17:13:42,7.53,3,0
2024-01-27 17:13:42,7.30,3,0
2024-01-27 17:13:43,7.36,3,0
2024-01-27 17:13:43,7.36,3,0
2024-01-27 17:13:43,7.37,3,0
2024-01-27 17:13:43,7.71,3,0
2024-01-27 17:13:43,7.06,3,0
2024-01-27 17:13:43,7.03,3,0
2024-01-27 17:13:44,7.49,3,0
2024-01-27 17:13:44,7.36,3,0
2024-01-27 17:13:44,6.79,3,0
2024-01-27 17:13:44,6.78,3,0
2024-01-27 17:13:44,7.19,3,0
2024-01-27 17:13:44,7.52,3,0
2024-01-27 17:13:44,7.42,3,0
2024-01-27 17:13:45,7.52,3,0
2024-01-27 17:13:45,7.43,3,0
2024-01-27 17:13:45,7.58,3,0
2024-01-27 17:13:45,7.76,3,0
2024-01-27 17:13:45,7.88,3,0
2024-01-27 17:13:45,7.71,3,0
2024-01-27 17:13:46,7.53,3,0
2024-01-27 17:13:46,7.24,3,0
2024-01-27 17:13:46,7.07,3,0
2024-01-27 17:13:46,6.84,3,0
2024-01-27 17:13:46,6.74,3,0
2024-01-27 17:13:46,7.13,3,0
2024-01-27 17:13:47,7.95,3,0
2024-01-27 17:13:47,8.22,3,0
2024-01-27 17:13:47,7.65,3,0
2024-01-27 17:13:47,7.59,3,0
2024-01-27 17:13:47,7.77,3,0
2024-01-27 17:13:47,7.88,3,0
2024-01-27 17:13:47,7.98,3,0
2024-01-27 17:13:48,7.53,3,0
2024-01-27 17:13:48,7.71,3,0
2024-01-27 17:13:48,7.71,3,0
2024-01-27 17:13:48,7.88,3,0
2024-01-27 17:13:48,7.83,3,0
2024-01-27 17:13:48,7.99,3,0
2024-01-27 17:13:49,7.59,3,0
2024-01-27 17:13:49,7.65,3,0
2024-01-27 17:13:49,7.64,3,0
2024-01-27 17:13:49,6.77,3,0
2024-01-27 17:13:49,7.13,3,0
2024-01-27 17:13:49,6.97,3,0
2024-01-27 17:13:50,7.02,3,0
2024-01-27 17:13:50,6.91,3,0
2024-01-27 17:13:50,6.85,3,0
2024-01-27 17:13:50,7.07,3,0
2024-01-27 17:13:50,7.98,3,0
2024-01-27 17:13:50,7.42,3,0
2024-01-27 17:13:50,6.96,3,0
2024-01-27 17:13:51,6.77,3,0
2024-01-27 17:13:51,6.75,3,0
2024-01-27 17:13:51,6.74,3,0
2024-01-27 17:13:51,6.76,3,0
2024-01-27 17:13:51,6.72,3,0
2024-01-27 17:13:51,6.78,3,0
2024-01-27 17:13:52,6.79,3,0
2024-01-27 17:13:52,6.90,3,0
2024-01-27 17:13:52,7.02,3,0
2024-01-27 17:13:52,7.06,3,0
2024-01-27 17:13:52,6.97,3,0
2024-01-27 17:13:52,7.36,3,0
2024-01-27 17:13:53,7.19,3,0
2024-01-27 17:13:53,6.90,3,0
2024-01-27 17:13:53,7.24,3,0
2024-01-27 17:13:53,7.65,3,0
2024-01-27 17:13:53,7.53,3,0
2024-01-27 17:13:53,7.65,3,0
2024-01-27 17:13:53,7.64,3,0
2024-01-27 17:13:54,7.76,3,0
2024-01-27 17:13:54,7.42,3,0
2024-01-27 17:13:54,7.43,3,0
2024-01-27 17:13:54,7.36,3,0
2024-01-27 17:13:54,7.37,3,0
2024-01-27 17:13:54,7.18,3,0
2024-01-27 17:13:55,7.18,3,0
2024-01-27 17:13:55,7.43,3,0
2024-01-27 17:13:55,7.12,3,0
2024-01-27 17:13:55,7.06,3,0
2024-01-27 17:13:55,6.85,3,0
2024-01-27 17:13:55,6.85,3,0
2024-01-27 17:13:56,6.74,3,0
2024-01-27 17:13:56,7.43,3,0
2024-01-27 17:13:56,7.53,3,0
2024-01-27 17:13:56,7.48,3,0
2024-01-27 17:13:56,7.58,3,0
2024-01-27 17:13:56,7.89,3,0
2024-01-27 17:13:56,7.52,3,0
2024-01-27 17:13:57,7.25,3,0
2024-01-27 17:13:57,7.49,3,0
2024-01-27 17:13:57,7.64,3,0
2024-01-27 17:13:57,7.24,3,0
2024-01-27 17:13:57,7.48,3,0
2024-01-27 17:13:57,7.07,3,0
